N,run,C,k
55,46,1.4219061842717273,20
55,47,1.420357793613005,20
55,48,1.4233163042616153,20
55,49,1.419709378727514,20
55,50,1.420527273047812,20
55,51,1.4220515266058742,20
55,52,1.424732870378878,20
55,53,1.4227153985401977,20
55,54,1.4227756042632578,20
55,55,1.4232703951297052,20
55,56,1.4211735872948188,20
55,57,1.4213286116964416,20
55,58,1.4223192131959315,20
55,59,1.4236654236294122,20
55,60,1.4201893713101075,20
55,61,1.421618248437788,20
55,62,1.4228590284095197,20
55,63,1.4235618213946934,20
55,64,1.4197604304247213,20
55,65,1.4203457257686503,20
55,66,1.4227237453586554,20
55,67,1.4235572982277873,20
55,68,1.4212303514229556,20
55,69,1.4213591710505173,20
55,70,1.4201129333485234,20
55,71,1.4226412341814878,20
55,72,1.4215167332251595,20
55,73,1.423750837789426,20
55,74,1.4207100037987643,20
55,75,1.4195939917431146,20
55,76,1.4210366449973482,20
55,77,1.4225003745783622,20
55,78,1.419093748368171,20
55,79,1.4225956015106214,20
55,80,1.4218639945756628,20
55,81,1.4209427358830484,20
55,82,1.4232819045850353,20
55,83,1.421034990085543,20
55,84,1.4208391212392566,20
55,85,1.4225404652988267,20
55,86,1.4216002870661617,20
55,87,1.4231646193951428,20
55,88,1.4226574043642661,20
55,89,1.4255712603445914,20
55,90,1.4219713043880182,20
55,91,1.41982139152096,20
55,92,1.423531224498298,20
55,93,1.420496404026109,20
55,94,1.4231242802950999,20
55,95,1.422712482646136,20
55,96,1.42333493733527,20
55,97,1.4212788123333262,20
55,98,1.4214202489593708,20
55,99,1.4219936607462957,20
55,100,1.4221365871117104,20
60,1,1.422780577254589,20
60,2,1.4230171138533234,20
60,3,1.4194390081398516,20
60,4,1.4207216462473868,20
60,5,1.4219059170661439,20
60,6,1.4226159686733677,20
60,7,1.4233793878538143,20
60,8,1.4223913768820127,20
60,9,1.422309516244326,20
60,10,1.4224789872883798,20
60,11,1.422313640272602,20
60,12,1.420929458215485,20
60,13,1.4234303236562318,20
60,14,1.423863491847338,20
60,15,1.4232410312243746,20
60,16,1.4236705412623116,20
60,17,1.4218298609992428,20
60,18,1.421061082055718,20
60,19,1.4200606749841351,20
60,20,1.4214930731522673,20
60,21,1.4237617649176686,20
60,22,1.4223560504684163,20
60,23,1.4226036155090438,20
60,24,1.419505651428042,20
60,25,1.4216138484803496,20
60,26,1.4204459683578508,20
60,27,1.4240121179116445,20
60,28,1.4235498904628674,20
60,29,1.4222402312780216,20
60,30,1.4227713237204258,20
60,31,1.4212490463356278,20
60,32,1.4236845141718073,20
60,33,1.4206644188111353,20
60,34,1.421554428085918,20
60,35,1.4232867497303057,20
60,36,1.4219649236625742,20
60,37,1.420640916960297,20
60,38,1.4215249763710096,20
60,39,1.4211535762481333,20
60,40,1.4231016911156584,20
60,41,1.4230688771655131,20
60,42,1.42315431334206,20
60,43,1.423029618207343,20
60,44,1.4219700464696248,20
60,45,1.4229067480610202,20
60,46,1.4225191558182468,20
60,47,1.4211668763787801,20
60,48,1.4207889558038282,20
60,49,1.420913198910626,20
60,50,1.423181707127474,20
60,51,1.424084757183361,20
60,52,1.4203904123180915,20
60,53,1.4216270815336818,20
60,54,1.4220036296858096,20
60,55,1.4231823592841224,20
60,56,1.4222241271127203,20
60,57,1.422545025852828,20
60,58,1.4225988953696642,20
60,59,1.4206963275462903,20
60,60,1.423152167475596,20
60,61,1.4222813489843285,20
60,62,1.4225552997639206,20
60,63,1.422183493412798,20
60,64,1.4257290469832078,20
60,65,1.4238223879252163,20
60,66,1.4217358852421191,20
60,67,1.4212643615575242,20
60,68,1.4205326446397022,20
60,69,1.4221479294929853,20
60,70,1.4246264270076412,20
60,71,1.4234330250949012,20
60,72,1.4225677181704999,20
60,73,1.420179899027247,20
60,74,1.4210314949813507,20
60,75,1.423786362361043,20
60,76,1.4210584393916754,20
60,77,1.4227994095386676,20
60,78,1.4212905312667639,20
60,79,1.4198304432526438,20
60,80,1.4217102257420962,20
60,81,1.419088025827521,20
60,82,1.4232115742447258,20
60,83,1.420320767196275,20
60,84,1.4209044755209268,20
60,85,1.4201957562863623,20
60,86,1.4238859946762774,20
60,87,1.4236213544281728,20
60,88,1.4222539045694385,20
60,89,1.4218733054835946,20
60,90,1.4216229648610745,20
60,91,1.4213115992271483,20
60,92,1.42307153157909,20
60,93,1.4200304556900538,20
60,94,1.4215382369902634,20
60,95,1.422465129614862,20
60,96,1.423240099703391,20
60,97,1.422897112517378,20
60,98,1.421638769808196,20
60,99,1.422478912981883,20
60,100,1.4225357736902695,20
